site,mse,rmse,r2_score
CA-NS5,0.0011304001,0.033621423,0.940543532371521
CA-NS6,0.0020880399,0.045695074,0.8983542919158936
CA-NS7,0.0016633149,0.04078376,0.8045476078987122
CA-Oas,0.0009449812,0.030740546,0.9372976422309875
CA-Obs,0.0011124419,0.033353288,0.9468085765838624
CA-Qfo,0.0005821787,0.02412838,0.9086948037147522
CA-SF1,0.00255268,0.050524052,0.8537836074829102
CA-SF2,0.0038198165,0.061804663,0.7618285417556763
CA-SF3,0.000995663,0.03155413,0.7486399412155151
CA-TP1,0.0030920492,0.055606198,0.7685918807983398
CA-TP4,0.0014927209,0.038635746,0.8764046430587769
CA-TPD,0.0010122074,0.031815205,0.9102863669395448
CH-Aws,0.0013578363,0.036848832,0.8344627618789673
CH-Cha,0.0029444143,0.054262456,0.7511203289031982
CH-Dav,0.00034862084,0.018671392,0.7656357288360596
CH-Fru,0.002273039,0.0476764,0.7606375217437744
CH-Lae,0.0013185194,0.03631142,0.724145770072937
CH-Oe1,0.007229289,0.08502523,0.4593487381935119
CH-Oe2,0.0015995302,0.039994128,0.646947979927063
CN-Cha,0.001996819,0.04468578,0.9067265391349792
CN-Cng,0.0014904763,0.03860669,0.8276351690292358
CN-Dan,0.001447383,0.038044486,0.8785375952720642
CN-Din,0.0029662359,0.05446316,0.8987202644348145
CN-Du2,0.0010345292,0.032164097,0.8116403222084045
CN-Du3,0.00069852377,0.026429601,0.8084059953689575
CN-Ha2,0.0022157754,0.047072023,0.9328752756118774
CN-HaM,0.009930208,0.09965043,0.5326313972473145
CN-Qia,0.0020815143,0.045623615,0.8756198287010193
CN-Sw2,0.0018117352,0.04256448,-0.014801025390625
CZ-BK1,0.0011243026,0.033530623,0.8750137686729431
CZ-BK2,0.0045825173,0.06769429,0.609784722328186
CZ-KrP,0.0021078635,0.045911476,0.7571882009506226
CZ-Lnz,0.0007556765,0.02748957,0.9396505951881408
CZ-RAJ,0.0016390926,0.04048571,0.9144561290740968
CZ-Stn,0.00084448187,0.02905997,0.9006789326667786
CZ-wet,0.0016648872,0.04080303,0.9030478000640868
DE-Geb,0.0017718789,0.04209369,0.6697670221328735
DE-Gri,0.0019384692,0.04402805,0.7431508898735046
DE-Hai,0.0026917954,0.051882517,0.7874984741210938
DE-HoH,0.0010969908,0.033120852,0.9108256697654724
DE-Hte,0.0007438328,0.027273297,0.7915270924568176
DE-Hzd,0.0013005403,0.036063004,0.7910453081130981
DE-Kli,0.0019755347,0.044446986,0.7173250913619995
DE-Lkb,0.0027491208,0.05243206,0.8643622398376465
DE-Lnf,0.0013911854,0.037298597,0.9336063265800476
DE-Obe,0.0018286594,0.042762827,0.837080717086792
DE-RuR,0.0012070488,0.03474261,0.8636609315872192
DE-RuS,0.0064690677,0.080430515,0.3293145895004272
DE-RuW,0.00068642333,0.026199682,0.834341287612915
DE-Seh,0.02997288,0.17312677,-0.8948444128036499
DE-SfN,0.002572333,0.050718173,0.7063475251197815
DE-Tha,0.001421715,0.037705638,0.8954876065254211
DK-Fou,0.00652784,0.08079505,0.8854119777679443
DK-Gds,0.00080576673,0.02838603,0.476918876171112
DK-Skj,0.0007167306,0.026771825,0.6921050548553467
DK-Sor,0.001962765,0.044303104,0.8927215337753296
DK-Vng,0.0003430547,0.018521735,0.8083591461181641
ES-Abr,0.0015986726,0.039983403,0.8881106972694397
ES-Agu,0.0045601386,0.0675288,0.4556900262832641
ES-Amo,0.0030315623,0.055059627,0.6493291854858398
ES-LJu,0.0024529735,0.049527504,0.6786090731620789
ES-LM1,0.0009108814,0.030180812,0.9207206964492798
ES-LM2,0.00095333037,0.030876048,0.927422046661377
ES-LgS,0.0038361948,0.061937023,0.8200784921646118
FI-Hyy,0.0012011667,0.03465785,0.927284300327301
FI-Ken,0.0018299173,0.042777535,0.9229599237442015
FI-Let,0.00055994984,0.02366326,0.8593159914016724
FI-Lom,0.002565421,0.050649986,0.9349297881126404
FI-Qvd,0.0039011464,0.062459156,0.8105601072311401
FI-Sii,0.0007516325,0.027415916,0.9367033839225768
FI-Sod,0.00083186035,0.02884199,0.9007377028465272
FI-Var,0.0024650844,0.049649615,0.7476475238800049
FR-Aur,0.0012287413,0.035053406,0.6107183694839478
FR-Bil,0.002132321,0.046177063,0.8058145046234131
FR-EM2,0.001964755,0.044325557,0.7365625500679016
FR-FBn,0.0016597251,0.040739723,0.9023454785346984
FR-Fon,0.0019300862,0.043932747,0.8111578822135925
FR-Gri,0.0070508374,0.083969265,0.5192253589630127
FR-Hes,0.0010756518,0.03279713,0.8866255879402161
FR-LBr,0.0025372242,0.05037087,0.8242756128311157
FR-LGt,0.0011008024,0.033178344,0.839535653591156
FR-Lam,0.0063104946,0.07943862,0.5596706867218018
FR-Mej,0.0025590702,0.050587256,0.5517814755439758
FR-Pue,0.0055571403,0.07454623,0.5733854174613953
FR-Tou,0.0019169862,0.0437834,0.8181502819061279
GF-Guy,0.0033686482,0.058040056,0.787427544593811
GH-Ank,0.001293321,0.03596277,0.7612535953521729
GL-NuF,0.0035556015,0.059628863,0.8099150657653809
GL-ZaF,0.0017674878,0.042041503,0.9118327498435974
GL-ZaH,0.0022783126,0.04773167,0.7249324917793274
IL-Yat,0.0020280294,0.04503365,0.7444838881492615
IT-BCi,0.0046024434,0.067841314,0.2623552083969116
IT-BFt,0.0011744071,0.034269623,0.8652490377426147
IT-CA1,0.0041035847,0.06405923,0.7983376979827881
IT-CA2,0.0028862618,0.05372394,0.7101905345916748
IT-CA3,0.0343573,0.18535721,0.6173365116119385
IT-Col,0.001976532,0.044458203,0.8946582078933716
IT-Cp2,0.006121321,0.078238875,0.657855749130249
IT-Cpz,0.003681257,0.060673364,0.8440420627593994
IT-Isp,0.0016713005,0.04088154,0.8981748819351196
IT-La2,0.0012843497,0.035837825,0.7226572036743164
IT-Lav,0.0022865676,0.04781807,0.8478206396102905
IT-Lsn,0.0030154919,0.054913495,0.870448112487793
IT-MBo,0.0015826478,0.039782505,0.9090856313705444
IT-Noe,0.0017524281,0.041862015,0.8806201219558716
IT-PT1,0.004444392,0.066666275,0.849955141544342
IT-Ren,0.0016312955,0.0403893,0.8383814692497253
IT-Ro1,0.003486697,0.05904826,0.7875615358352661
IT-Ro2,0.002753294,0.052471843,0.7580775022506714
IT-SR2,0.002153538,0.046406228,0.8231117725372314
IT-SRo,0.002864714,0.053523023,0.7766948938369751
IT-Tor,0.00043921568,0.020957474,0.8268636465072632
JP-SMF,0.0052438565,0.07241448,0.7873972654342651
MX-Tes,0.0011451335,0.03383982,0.3123893737792969
MY-PSO,0.003918558,0.062598385,0.795630156993866
NL-Hor,0.0027424456,0.052368365,0.8740479350090027
NL-Loo,0.0020488761,0.045264512,0.8826379776000977
PA-SPn,0.0016926966,0.041142393,0.8783461451530457
PA-SPs,0.0022437074,0.04736779,0.9410640597343444
RU-Che,0.004292033,0.06551361,0.5238445401191711
RU-Cok,0.005543428,0.0744542,0.8041670918464661
RU-Fy2,0.0010270716,0.032047957,0.9111319184303284
RU-Fyo,0.0023030038,0.04798962,0.8804519176483154
RU-Ha1,0.001162354,0.034093313,0.8368568420410156
SD-Dem,0.0038204296,0.06180962,0.7073503732681274
SE-Deg,0.00033386442,0.018271957,0.799124002456665
SE-Htm,0.001972344,0.044411078,0.8760169148445129
SE-Lnn,0.001800796,0.042435788,0.7811934351921082
SE-Nor,0.00094693643,0.030772332,0.9155280590057372
SE-Ros,0.0006128802,0.024756419,0.9505690336227416
SE-Svb,0.0015128456,0.038895316,0.9009259939193726
SJ-Adv,9.3002156e-05,0.009643762,-0.1475591659545898
US-A32,0.0018193545,0.042653892,0.7671225666999817
US-AR1,0.0010363485,0.032192368,0.2926258444786072
US-AR2,0.001437807,0.037918426,0.2810381650924682
US-ARM,0.0020151904,0.044890873,0.6699755191802979
US-ARb,0.0018046033,0.04248062,0.4800571799278259
US-ARc,0.0050028586,0.07073089,0.4671883583068847
US-Atq,0.0033173198,0.057596177,0.7503255009651184
US-BZB,0.00038164004,0.01953561,0.9001226425170898
US-BZF,0.0007495785,0.027378432,0.8407950401306152
US-BZS,0.0012649522,0.035566166,0.7735081315040588
US-BZo,0.0013202203,0.036334835,0.6300256252288818
US-Bi1,0.009559507,0.09777273,0.6166884899139404
US-Bi2,0.002405197,0.049042806,0.8555036783218384
US-Blo,0.0022198514,0.0471153,0.8939645886421204
US-CF1,0.004271073,0.065353446,0.6914640665054321
US-CF2,0.0032447714,0.056962896,0.8330497145652771
US-CF3,9.8236516e-05,0.009911434,0.2325184941291809
US-CF4,0.0026082422,0.05107095,0.7911593914031982
US-CRT,0.015383714,0.124031104,-2.149484872817993
US-CS1,0.00017966749,0.01340401,0.4894405603408813
US-CS3,0.0007591604,0.027552865,0.5397695302963257
US-CS4,0.00015327781,0.012380541,-2.517620325088501
US-EDN,0.0032429895,0.056947254,0.7568708658218384
US-GLE,0.0007084181,0.026616124,0.8810306191444397
US-Goo,0.0025608514,0.050604854,0.796244740486145
US-HB1,0.0007125948,0.026694471,0.4838853478431701
US-HWB,0.001033406,0.032146633,0.5310016870498657
US-Hn3,0.0002507632,0.015835505,0.2058271169662475
US-Ho2,0.0012288704,0.035055246,0.8095876574516296
US-IB2,0.0005068243,0.022512758,0.9057802557945251
US-ICs,0.0001120898,0.010587247,0.810169517993927
US-ICt,5.3410728e-05,0.0073082643,0.6635137796401978
US-Ivo,0.0032470895,0.05698324,0.8710286021232605
US-Jo2,0.0010638162,0.032616194,0.2036350965499878
US-KFS,0.00067918166,0.026061114,0.658476710319519
US-KLS,0.00079092366,0.028123366,0.6513550281524658
US-KS1,0.0005819215,0.024123048,0.8793152570724487
US-KS2,0.0013804475,0.037154373,0.8608192205429077
US-KS3,0.0003048598,0.017460234,0.5615043640136719
US-LWW,0.003845812,0.062014613,-0.6722670793533325
US-Lin,0.008190257,0.090500034,0.4338770508766174
US-Los,0.00088363135,0.029725937,0.8837460875511169
US-MOz,0.0007394734,0.02719326,0.8561446666717529
US-Me1,0.0027953575,0.05287114,0.6571001410484314
US-Me2,0.0008390094,0.02896566,0.8638416528701782
US-Me3,0.001464892,0.03827391,0.7743501663208008
US-Me4,0.0027764258,0.0526918,0.2392579913139343
US-Me5,0.0040897825,0.06395141,0.827546238899231
US-Me6,0.0022036135,0.046942662,0.8189284801483154
US-Mpj,0.003934009,0.06272168,0.0651727318763732
US-Myb,0.002941902,0.054239303,0.7892645001411438
US-NC1,0.0034041603,0.058345184,0.751992404460907
US-NC4,0.0010183272,0.03191124,0.7967791557312012
US-NR1,0.0014710596,0.038354397,0.9245010614395142
US-ONA,0.00046002405,0.02144817,0.8736929893493652
US-OWC,0.0013130727,0.036236346,0.7564120888710022
US-Oho,0.0011287114,0.0335963,0.9282177686691284
US-Prr,0.0006029623,0.02455529,0.859925389289856
US-Ro1,0.0013754711,0.037087344,0.8083419799804688
US-Ro4,0.00074700586,0.027331408,0.933891236782074
US-Ro5,0.0013411184,0.036621284,0.9105917811393738
US-Ro6,0.00215611,0.046433933,0.6637294292449951
US-SRC,0.0008517445,0.029184662,0.3517214059829712
US-SRG,0.0013584371,0.036856983,0.7143661975860596
US-SRM,0.00076351984,0.027631862,0.7021653652191162
US-Seg,0.0014383217,0.03792521,0.4362338185310364
US-Ses,0.001721798,0.041494552,0.2166815400123596
US-Sne,0.0027970772,0.052887402,0.3724220991134643
US-Snf,0.008439392,0.091866165,0.7178081274032593
US-Syv,0.0026415535,0.051396046,0.8629813194274902
US-Ton,0.00035378776,0.018809246,0.6825778484344482
US-Tw3,0.004861401,0.06972375,0.5584901571273804
US-Tw4,0.006636411,0.08146417,0.4179515838623047
US-Twt,0.0028926886,0.053783722,0.8005203008651733
US-Var,0.0002956579,0.017194705,0.8639644384384155
US-WCr,0.00092104764,0.030348767,0.8824651837348938
US-WPT,0.0016487086,0.040604293,0.7523901462554932
US-Whs,0.0007466039,0.027324053,0.3953065872192383
US-Wi0,9.235954e-05,0.0096103875,-1.275676965713501
US-Wi1,0.0011373991,0.033725347,-2.7765512466430664
US-Wi2,0.00070211536,0.026497459,-6.097311496734619
US-Wi3,0.001551297,0.039386507,0.8037097454071045
US-Wi4,0.0019620508,0.044295043,0.7606607675552368
US-Wi5,0.00010583767,0.010287744,-0.233349323272705
US-Wi6,0.0009125284,0.030208085,-0.112586498260498
US-Wi7,0.0019797767,0.04449468,-0.5886762142181396
US-Wi8,0.0009737451,0.031204889,-0.1927006244659423
US-Wi9,0.0030352068,0.05509271,0.3008838295936584
US-Wjs,0.0009290136,0.030479724,0.7639188766479492
US-Wkg,0.0010881205,0.03298667,0.7504647374153137
US-xAE,0.0018519528,0.04303432,0.821952223777771
US-xBR,0.0008480803,0.029121818,0.8673478960990906
US-xCL,0.00036057457,0.018988801,0.8055270910263062
US-xCP,0.00097236113,0.031182706,0.6026582717895508
US-xDC,0.0007030106,0.026514348,0.7064436078071594
US-xDL,0.0016036101,0.0400451,0.8746208548545837
US-xDS,0.000957385,0.03094164,0.9198546409606934
US-xGR,0.0035717017,0.059763715,0.8514710664749146
US-xHA,0.0013900058,0.037282784,0.8983669281005859
US-xHE,0.0003692284,0.019215317,0.9034243822097778
US-xJE,0.0014882137,0.038577374,0.8324780464172363
US-xKA,0.004473752,0.06688611,-0.1011502742767334
US-xKZ,0.0007625357,0.02761405,0.8975448608398438
US-xMB,0.0011489448,0.03389609,-0.4295381307601928
US-xML,0.0002578447,0.016057543,0.6746073365211487
US-xNG,0.00044348268,0.021059029,0.6694730520248413
US-xNQ,0.0012436839,0.035265904,0.325059175491333
US-xRM,0.001104541,0.033234637,0.841148853302002
US-xSB,0.0006074658,0.02464682,0.911163866519928
US-xSE,0.0010188583,0.03191956,0.84722501039505
US-xSR,0.00068560377,0.026184037,0.5672498941421509
US-xST,0.0010760445,0.03280312,0.9351562857627868
US-xTA,0.00059422466,0.024376724,0.8727622032165527
US-xTR,0.0009603223,0.030989068,0.9056817293167114
US-xUK,0.0007659842,0.027676418,0.8718039989471436
US-xUN,0.0009407521,0.030671682,0.9074710607528688
US-xYE,0.0008797471,0.02966053,0.7491785287857056
ZM-Mon,0.0010333878,0.03214635,0.8711562752723694
