site_id,mse,rmse,r2,relative_error,mae
US-Goo,0.0042309560813009,0.0650457998744036,0.6543948650360107,0.1156058609485626,0.0463590510189533
US-HB1,0.001594697474502,0.0399336634245097,-0.1749404668807983,0.088973544538021,0.0313907153904438
US-HWB,0.0147795593366026,0.1215712109695494,-5.7645263671875,0.198542058467865,0.0967278555035591
US-Hn3,0.0090550566092133,0.0951580611888102,-28.59780502319336,0.2145252078771591,0.0885343104600906
US-Ho2,39.96561813354492,6.321836610791592,-6290.9990234375,8.746520042419434,3.7847282886505127
US-IB2,0.001817554468289,0.0426327863068908,0.655915379524231,0.1081306040287017,0.0339615792036056
US-ICs,0.0017036315985023,0.0412750723621703,-1.9782474040985107,0.0721659362316131,0.0334819257259368
US-ICt,0.0007798733422532,0.02792621245807,-3.999814987182617,0.0481495782732963,0.0220162738114595
US-Ivo,0.0137162273749709,0.1171162985026888,0.3920662999153137,0.3499836921691894,0.0950515940785408
US-Jo2,0.0096950558945536,0.0984634749262571,-6.497762203216553,0.1411740779876709,0.0637844279408454
US-KFS,0.0034839021973311,0.0590245897684277,-0.7745668888092041,0.1009027510881424,0.0386291146278381
US-KLS,0.016169374808669,0.1271588565876128,-6.224893569946289,0.2185829579830169,0.0864090174436569
US-KS1,0.020949987694621,0.1447411057530689,-3.4364285469055176,0.2391622960567474,0.1287068128585815
US-KS2,0.1938510090112686,0.4402851451176482,-19.053192138671875,0.4301575422286987,0.2596712410449981
US-KS3,0.0371405817568302,0.1927189190422938,-53.143367767333984,0.4774421751499176,0.1747259497642517
US-LWW,0.0132358595728874,0.1150472058456328,-5.000537872314453,0.2200011014938354,0.0883600711822509
US-Lin,0.0143586155027151,0.1198274405247609,-0.0664149522781372,0.2191379368305206,0.0944511964917182
US-Los,60206.9140625,245.37097233067325,-8093318.5,374.2228698730469,190.10501098632807
US-MOz,0.0020453145261853,0.0452251536889084,0.5958908200263977,0.0774393156170845,0.0349445044994354
US-Me1,0.0042056264355778,0.0648508013487718,0.4536706805229187,0.1335036903619766,0.0476880557835102
US-Me2,0.0018608776153996,0.0431378907156997,0.6912336349487305,0.0739651247859001,0.0308975502848625
US-Me3,80315.015625,283.39903956259275,-12897426.0,519.5647583007812,263.8811950683594
US-Me4,0.0274066478013992,0.1655495327731227,-6.675381660461426,0.3164865970611572,0.1412975043058395
US-Me5,0.0062424414791166,0.0790091227588098,0.7189149856567383,0.1800896525382995,0.0614859759807586
US-Me6,0.00525464117527,0.0724889038078938,0.5486786365509033,0.1347138881683349,0.0553166717290878
US-Mpj,0.0045282011851668,0.0672919102505407,-0.1536864042282104,0.1844163984060287,0.0452704727649688
US-Myb,0.0054200971499085,0.0736213090749447,0.6014314889907837,0.1819776594638824,0.0515970438718795
US-NC1,0.0119593348354101,0.1093587437538037,0.1145325303077697,0.1827864646911621,0.0859929770231247
US-NC4,0.0026514895725995,0.0514926166804477,0.4642700552940368,0.087383933365345,0.0351947098970413
US-NR1,0.0064556472934782,0.0803470428421497,0.6512603759765625,0.2514742612838745,0.0622252263128757
US-ONA,0.0049594528973102,0.0704233831714314,-0.3816641569137573,0.1143247112631797,0.0503291375935077
US-OWC,0.007086363621056,0.084180541819687,-0.3443012237548828,0.1359754204750061,0.068086989223957
US-Oho,0.0064311418682336,0.0801944004792958,0.5825002193450928,0.1688732057809829,0.0631220787763595
US-Prr,0.0016851697582751,0.0410508192156399,0.591752290725708,0.1080184131860733,0.0322550274431705
US-Ro1,0.0045103752054274,0.0671593270173801,0.361497163772583,0.2448134869337082,0.0449855029582977
US-Ro4,0.0037736285012215,0.0614298665245297,0.6580110788345337,0.1860915422439575,0.0483318977057933
US-Ro5,0.0073836054652929,0.0859279085355446,0.4989361763000488,0.4348088502883911,0.0540559031069278
US-Ro6,0.0041200588457286,0.0641876845331613,0.3411785364151001,0.2675446569919586,0.0503645278513431
US-SRC,0.0036902893334627,0.0607477516741378,-2.090172529220581,0.1523882001638412,0.0500556975603103
US-SRG,0.003819960867986,0.0618058319900807,0.1628949046134948,0.1305360794067382,0.0463370718061924
US-SRM,0.0130453146994113,0.1142160877434146,-4.340564250946045,0.2635635733604431,0.0794368758797645
US-Seg,0.0026884688995778,0.0518504474385501,-0.1331566572189331,0.1548881232738495,0.0408000722527504
US-Ses,0.0039084665477275,0.0625177298670352,-0.960517168045044,0.1313801407814026,0.0499835535883903
US-Sne,0.0029035178013145,0.0538843001375594,0.3276295661926269,0.1194120123982429,0.0426890738308429
US-Snf,0.0093370825052261,0.0966285801677026,0.6763838529586792,0.1171444952487945,0.0682321861386299
US-Syv,0.006521186325699,0.080753862605445,0.6518972516059875,0.2018482536077499,0.0613864585757255
US-Ton,0.0008173690293915,0.0285896664791941,0.2558327317237854,0.0470451600849628,0.0207214001566171
US-Tw3,0.006265833042562,0.0791570151190784,0.4175043106079101,0.1304861158132553,0.0515346936881542
US-Tw4,0.0058264592662453,0.0763312469847399,0.4569024443626404,0.1998995542526245,0.0571251176297664
US-Twt,0.0088768489658832,0.0942170311880142,0.3740328550338745,0.2717504203319549,0.0745976194739341
US-Var,0.0068840142339468,0.0829699598285234,-2.2193284034729004,0.1355752199888229,0.0649890452623367
US-WCr,0.0044949729926884,0.0670445597546021,0.4157238602638244,0.111072652041912,0.0542407222092151
US-WPT,0.0052225776016712,0.0722674034518414,0.1929215788841247,0.149731159210205,0.0579094775021076
US-Whs,0.0057870028540492,0.076072352757419,-3.957207679748535,0.1424969732761383,0.061819065362215
US-Wi0,0.0304547622799873,0.1745129286900753,-758.6533203125,0.608858585357666,0.1662078350782394
US-Wi1,0.0353037677705287,0.1878929689225459,-118.66145324707033,0.5652222037315369,0.1736710965633392
US-Wi2,0.0155424214899539,0.1246692483732616,-159.9917449951172,0.2912490665912628,0.1135083511471748
US-Wi3,0.0080253910273313,0.089584546810995,-0.0391565561294555,0.1900985091924667,0.0706214159727096
US-Wi4,0.0040242527611553,0.0634369983618027,0.500840961933136,0.0966521948575973,0.0469496957957744
US-Wi5,0.0097295893356204,0.0986386807272907,-113.98723602294922,0.2515380382537842,0.0928554758429527
US-Wi6,0.0015828117029741,0.0397845661403281,-0.9732728004455566,0.0754933953285217,0.029198782518506
US-Wi7,0.0826359763741493,0.2874647393579764,-66.89169311523438,0.5720577239990234,0.275274246931076
US-Wi8,0.0771662294864654,0.2777881017726739,-96.72628784179688,0.6173905730247498,0.2592459917068481
US-Wi9,0.004561610519886,0.0675396958823921,-0.0718235969543457,0.1156237944960594,0.053006537258625
US-Wjs,0.0028652953915297,0.0535284540364262,0.2384825348854065,0.1270545870065689,0.0422962978482246
US-Wkg,0.0100937327370047,0.1004675705738162,-1.4479410648345947,0.1843456327915191,0.0814538747072219
US-xAE,0.0045099300332367,0.0671560126365223,0.5479497313499451,0.1646384298801422,0.0515794232487678
US-xBR,0.0092069562524557,0.0959528855869155,-0.467098593711853,0.160965546965599,0.0785732194781303
US-xCL,0.0033617955632507,0.0579809931205975,-0.8385034799575806,0.1392330676317215,0.0470791682600975
US-xCP,0.0014712279662489,0.038356589606598,0.379436731338501,0.1656572073698043,0.0292915701866149
US-xDC,0.0014896282227709,0.0385957021282291,0.3602974414825439,0.0711244344711303,0.0288397464901208
US-xDL,0.0032624513842165,0.0571178727213868,0.740599513053894,0.0869333893060684,0.0419152565300464
US-xDS,0.0058538503944873,0.076510459379665,0.4931653141975403,0.1344069987535476,0.0619180053472518
US-xGR,0.0083361836150288,0.0913027032186279,0.6461712121963501,0.1790018677711486,0.0650354996323585
