site_left_out,mse,rmse,r2,relative_error,mae
US-xGR,0.0010055700896343,0.0317107251515062,0.5978762082162234,0.041403234662606,0.0225965093038354
US-xHA,0.0007717048959708,0.0277795769580964,0.598236552405683,0.0374005253599376,0.0201231640597614
US-xHE,0.000259596020449,0.016111983752755,-0.8612409024367875,0.0250516153073076,0.012763085885327
US-xJE,0.0005367541115933,0.0231679544110691,0.6756802068339053,0.027029026499637,0.0148264843951165
US-xKA,0.0004699697804142,0.0216787864147004,0.3772804355000337,0.0282861753605112,0.0148828745857663
US-xKZ,0.0003722368658446,0.0192934410058097,0.6012670577522266,0.0264300341623176,0.0139389828056083
US-xMB,0.0005679055926942,0.0238307698720429,-63.92683158688244,0.0397429600875166,0.0200145394676961
US-xML,0.0004978811890991,0.0223132514237421,0.2302353984404324,0.0317545808017357,0.0162896921113868
US-xNG,0.0002355280375677,0.0153469227393549,0.109761600092896,0.0235348445329354,0.0120380936847526
US-xNQ,0.0004354287723469,0.0208669301131463,-18.07176557133026,0.0344965196730368,0.0174202344787351
US-xRM,0.0002640010958511,0.0162481105317243,-0.0932087759884703,0.0230354462429096,0.011793361247881
US-xSB,0.0001303497181112,0.0114170801044443,0.8082454212054142,0.0140310439458291,0.0074514747293276
US-xSE,0.0006599157045064,0.025688824506125,0.5899519758930326,0.0328375368505518,0.0176939423607889
US-xSR,0.0004864474874792,0.022055554572017,-12.481321924227132,0.0373340493461174,0.0188492151530169
US-xST,0.0004623816701858,0.0215030618793194,0.6557066425027904,0.0299195010301399,0.0159509724488997
US-xTA,0.0004198523002526,0.0204902977102009,0.7128321906937651,0.0276293794551433,0.0147414608544371
US-xTR,0.00047649943638,0.0218288670429779,0.6004937171535203,0.0306884947021943,0.0161460935495202
US-xUK,0.0005381132835579,0.0231972688814421,0.6409474775331225,0.0288875268148295,0.0155991333517552
US-xUN,0.0004138652502432,0.0203436783852698,0.6078631524436087,0.0295975783044334,0.0154971363181784
US-xYE,0.0002496731710877,0.0158010496830977,0.137301703088513,0.024719973208401,0.0126313008737719
ZM-Mon,0.0003751527140062,0.0193688593883638,0.6529021616340971,0.0252306040031886,0.0136648165015089
