test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count,O_hat
US-Mpj,0.0001666977641422,0.0001688372,0.0129111488312313,0.012993737,0.4367861649742711,0.4295578002929687,0.0204004370152196,0.020326745,0.0082895632945862,0.008265828,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Ses,0.0001183666720879,0.00010478849,0.0108796448511857,0.010236625,-2.05262467656311,-1.7024495601654053,0.0188848698573419,0.01755917,0.0072354716380088,0.0067270785,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Ton,0.0005191119026408,0.0005216927,0.0227840273577961,0.022840593,0.5629757722935244,0.5608030557632446,0.0334432753158952,0.03356998,0.0130537606288055,0.013110118,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-WCr,0.0008261814850123,0.00082547555,0.0287433728885862,0.028731091,0.746298559496593,0.7465153932571411,0.0399419988148159,0.039880116,0.0165766085585675,0.01654153,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Wi3,0.0012095574593396,0.0012005736,0.0347786926053823,0.034649294,0.7389400930131782,0.7408790588378906,0.0495109343674428,0.049295485,0.0209393532970314,0.02084948,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Wi5,0.000888888670598,0.0008881001,0.0298142360391475,0.02980101,0.6538419762188693,0.654149055480957,0.0400990673743328,0.04027106,0.0159360875912258,0.016002472,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-xCP,0.0001295189297565,0.0001280603,0.0113806383721016,0.011316373,0.4273982889547441,0.4338468909263611,0.0179599404152016,0.017803356,0.0070951497928996,0.00704249,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-xDL,0.0015390019738847,0.0015547243,0.0392301156496473,0.039429992,0.7092996404979421,0.7063298225402832,0.0541699166681118,0.054562744,0.0238552763140951,0.024016684,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-xDS,0.0005570695126396,0.000557762,0.0236023200690029,0.023616984,0.6331416465774344,0.632685661315918,0.0395515677290559,0.039849315,0.0161398642235302,0.016246198,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-xSB,0.0004512815178927,0.00045835238,0.021243387627512,0.021409165,0.7223689710929133,0.7180188894271851,0.0359127346629518,0.03601651,0.0149003981632258,0.014973309,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
