site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count,O_hat
IT-Noe,0.0019117111994425,0.0022231042,0.0437231197359305,0.047149807,0.8697693649191548,0.8485564589500427,0.0865619676758966,0.08854492,0.027938052174887,0.029460767,8,"[['Tair', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-PT1,0.00622044922947,0.007045721,0.0788698245812047,0.08393879,0.7899945273415555,0.7621329426765442,0.1235715916885548,0.12773359,0.0497408893565537,0.053463563,8,"[['SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-Ren,0.0016581724087287,0.001688135,0.0407206631666127,0.04108692,0.8357186686740958,0.8327502012252808,0.0722914151881354,0.07187333,0.0228449162049941,0.022901967,8,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-Ro1,0.0039282587782587,0.0038636185,0.062675822916486,0.06215801,0.7606579771647543,0.7645964026451111,0.1040282067868604,0.10330129,0.0339936395433893,0.033779696,8,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-Ro2,0.0032722010050512,0.0035859484,0.0572031555515189,0.05988279,0.7124829681773206,0.6849151253700256,0.1014167797035198,0.1052564,0.033884179370452,0.035213474,7,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-SR2,0.0018862568501689,0.0020421385,0.0434310585890894,0.045190025,0.8450657828480959,0.8322619199752808,0.0535814116572608,0.054803714,0.0268016639593577,0.027658518,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-SRo,0.0024498194765885,0.002674364,0.0494956510876315,0.051714253,0.8090360169217645,0.7915326952934265,0.0939882130078152,0.09507721,0.0325302868040417,0.03345227,7,"[['SWdown', 'LWdown', 'SWdown_clearsky'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
IT-Tor,0.0005477204322761,0.0005576986,0.0234034277890252,0.023615643,0.7840916670912053,0.7801583409309387,0.0270130101788972,0.02724063,0.0123868075818723,0.012517591,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
JP-SMF,0.0047320849869978,0.0047851223,0.0687901518169414,0.06917458,0.8081460979057807,0.8059958219528198,0.1478806186209558,0.14841789,0.0427704757618644,0.043042403,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
MX-Tes,0.0011235158724819,0.0011358124,0.0335188882942429,0.033701815,0.3253699396751239,0.3179863691329956,0.0256929690879574,0.02564879,0.0155698596768631,0.0155449575,7,"[['Tair', 'vpd', 'SWdown', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
MY-PSO,0.0038661829079936,0.0038907947,0.0621786370708915,0.062376235,0.7983617479681187,0.7970781326293945,0.0939444730452994,0.09413902,0.0371353401959235,0.03724923,8,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
NL-Hor,0.0029391563765005,0.0029406338,0.0542139869083667,0.05422761,0.8650135874563472,0.8649457097053528,0.1068717376759503,0.10700546,0.0331226445068993,0.03315664,8,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
NL-Loo,0.0021551684153619,0.002154766,0.0464237914798217,0.046419457,0.8765494524779498,0.8765724897384644,0.0672765355737629,0.06742308,0.0275468888110733,0.02758943,7,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
PA-SPn,0.0036249720842553,0.003622477,0.0602077410658739,0.060187016,0.7394737702614729,0.7396531105041504,0.0848465324889955,0.0853682,0.0363472254215916,0.036421463,8,"[['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
PA-SPs,0.0023647627757433,0.003498669,0.0486288265922937,0.05914955,0.9378842621754684,0.9080997109413148,0.0935994777868792,0.10725193,0.0307380321154738,0.036025077,8,"[['vpd', 'SWdown', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
RU-Che,0.0031194120649433,0.003991095,0.0558516970641301,0.06317511,0.6539343715499557,0.5572304725646973,0.2262410224003712,0.22573353,0.0320698300011869,0.033692777,7,"[['Tair', 'SWdown_clearsky'], ['Tair', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
RU-Cok,0.0063854590026299,0.008299178,0.0799090670864699,0.09109983,0.7744206355773908,0.7068145871162415,0.1273158957295912,0.16058354,0.0541540646217511,0.06402547,7,"[['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
RU-Fy2,0.0012138551021936,0.0012748115,0.0348404233928592,0.0357045,0.8949703605490298,0.8896960616111755,0.0515921921248477,0.052608978,0.0187863207831465,0.01920274,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
RU-Fyo,0.002337270044743,0.002329255,0.0483453208153908,0.048262354,0.8786731682944374,0.8790892362594604,0.0883071339409383,0.08837191,0.0264493631510064,0.026465818,7,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
RU-Ha1,0.0016461783787771,0.0016658764,0.0405731238479009,0.04081515,0.7689493070489155,0.7661845684051514,0.0887825641019759,0.08876612,0.0224738558849496,0.022612091,8,"[['Tair', 'vpd', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SD-Dem,0.0028084697715244,0.0030621474,0.0529949976084951,0.055336673,0.7848677751422106,0.7654358148574829,0.1170590211575285,0.12316628,0.0305965313202587,0.032080166,8,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SE-Deg,0.0002566439788757,0.00027385692,0.0160201116998526,0.016548622,0.8455852076952315,0.835228681564331,0.0206490880650139,0.02117895,0.0087242612170799,0.008957825,7,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SE-Htm,0.0018349256165234,0.0020408055,0.0428360317550941,0.045175277,0.8846551590955866,0.871713399887085,0.0650649607226641,0.066301964,0.0259579633284925,0.026687132,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
SE-Lnn,0.0046381968722233,0.0061948514,0.0681043087640082,0.078707375,0.4364337332555366,0.2472916841506958,0.2946858752305928,0.3376937,0.0351834977402127,0.039227527,8,"[['vpd', 'SWdown_clearsky'], ['vpd', 'SWdown', 'SWdown_clearsky'], ['vpd', 'LWdown', 'SWdown_clearsky'], ['vpd', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
SE-Nor,0.0010890903536882,0.0011304368,0.0330013689668816,0.03362197,0.9028471284823388,0.8991588354110718,0.0405467430145871,0.041340906,0.0201500230482555,0.020572549,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SE-Ros,0.0007447503684528,0.00074575725,0.027290114848657,0.027308557,0.9399332078715504,0.9398519992828368,0.0554094290273181,0.0556846,0.0151965243559793,0.015243779,8,"[['Tair', 'vpd', 'SWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SE-Svb,0.0017582644495224,0.0017779532,0.041931664044281,0.042165782,0.8848538761286618,0.8835644721984863,0.0694236018574142,0.06955159,0.0235114679871225,0.023607068,7,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
SJ-Adv,0.0001075755634718,0.00013265618,0.0103718640307247,0.011517647,-0.3273813730074189,-0.636852502822876,0.0276927017654578,0.030300712,0.006500828124162,0.0071178,8,"[['Tair', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
US-A32,0.0014726464393031,0.0018192495,0.038375075756318,0.04265266,0.8115012218508729,0.7671360373497009,0.0888753845245029,0.094139665,0.0238263581064178,0.025790641,7,"[['Tair', 'vpd', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
US-AR1,0.000903943543343,0.0011531615,0.0300656538818474,0.03395823,0.3830006908727577,0.2128934860229492,0.0312434952076248,0.032945454,0.0156560931903022,0.016635085,7,"[['SWdown_clearsky'], ['SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
US-AR2,0.0015283536457474,0.0018781224,0.0390941638323091,0.04333731,0.2357611815598798,0.0608626008033752,0.0443527809851748,0.04812988,0.0211230999447242,0.022983132,7,"[['Tair', 'SWdown'], ['Tair', 'SWdown_clearsky'], ['vpd', 'SWdown'], ['Tair', 'SWdown', 'IGBP_veg_short'], ['Tair', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'IGBP_veg_short'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
US-ARM,0.0024543162084828,0.0024443334,0.0495410557869212,0.0494402,0.5980606127744743,0.5996954441070557,0.0642530324316822,0.064285755,0.0280039522198711,0.027978413,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
