site,mse,r2,relative_error,mae,rmse
FI-Let,0.012367389476668952,-0.0023135521248016655,0.995908774508703,0.08064024880809957,0.11120876528704449
FI-Lom,0.015847811058608503,-0.001363653896499395,0.9773800134053137,0.0806492473431957,0.12588808942314003
FI-Qvd,0.02583209800299441,1.468289479777951e-06,1.0401641454900195,0.12982967457166422,0.1607236697036078
FI-Sii,0.016725150659986497,-0.0007381236403549707,0.9955895296652881,0.09553453312318755,0.12932575404762386
FI-Sod,0.0074527730934830115,-0.0003726752119213028,1.115389484670484,0.06233714037284893,0.08632944511279458
FI-Var,0.005188331448490378,-0.0002768053877515442,1.0184815786952137,0.04857398489225545,0.07203007322285865
FR-Aur,0.0038605797294278374,-0.0020706202273441665,1.2903573347674726,0.03610198745493123,0.062133563630519674
FR-Bil,0.010755746448038296,-0.0008570322680254705,1.1032481452606375,0.08454752811485404,0.10370991489745952
FR-EM2,0.009139376121396705,-0.007454575961466592,1.0413913631298846,0.05879777455555639,0.09560008431689118
FR-FBn,0.012930537887731422,-0.0006903245140603698,1.1058360661516224,0.09400341195774617,0.11371252300310385
FR-Fon,0.008800616871274461,-0.002802748205430694,1.1578974268637587,0.07193206271217228,0.09381160307379073
FR-Gri,0.00939830340855901,-0.0024146478773920954,1.262882851275841,0.06489913243613946,0.09694484725120263
FR-Hes,0.010558706230090567,-0.00141668972318576,1.3936625377988319,0.07784895384743558,0.1027555654458218
FR-LBr,0.011862506938338424,-0.001773626857442423,1.2481978733767647,0.08808985427028504,0.10891513640600385
FR-LGt,0.00620444885183022,8.041859925334016e-05,0.9928929409927483,0.05899679223426708,0.07876832391152054
FR-Lam,0.005043461115205925,4.17188963075521e-06,1.0391240559082595,0.04413375621452148,0.07101732968231012
FR-Mej,0.010430506423460807,-0.0024056776124177226,1.0900031887368784,0.07624111975115185,0.10212985079525382
FR-Pue,0.017436723866774837,-0.0001541052443845281,1.0079111910642067,0.10623574134421288,0.13204818766940665
FR-Tou,0.010619303369038118,-0.001665362838725315,1.204257347274651,0.0805798408072892,0.10305000421658467
GF-Guy,0.015252585197847045,-0.02773780959576566,1.828690824224128,0.1089728480557933,0.12350135706884781
GH-Ank,0.013142911827396075,-0.023021981007252057,1.1537435765231916,0.08815884684898848,0.11464253934467813
GL-NuF,0.013095029939644747,-0.0007020276412295079,1.064923249387617,0.08646605210784343,0.11443351755340192
GL-ZaF,0.03209319479030673,-0.0019071626538584852,1.1430701547508786,0.13667096408005835,0.17914573617674168
GL-ZaH,0.014985619972474629,-0.005813627508781005,1.5317484379672979,0.09834181353570849,0.12241576684591993
IL-Yat,0.00957605127864661,-0.00041357512143247455,1.0441915795221188,0.06655820922809165,0.09785730058941239
IT-BCi,0.010399446156140585,-0.002506309391442141,1.1565922660460393,0.07638545898774068,0.10197767479277307
IT-BFt,0.007091954393561139,-2.5351431075515407e-05,1.0379334822933843,0.06872188446600555,0.08421374230825476
IT-CA1,0.015311898546477515,1.5014803078083894e-05,1.0062915962744334,0.09381295296562693,0.12374125644455658
IT-CA2,0.011031934764538098,-0.004528778966027769,1.1604094331640953,0.06918422241162508,0.10503301749706184
IT-CA3,0.015038695296846531,-0.0028288166317094188,1.0303053157671118,0.08534071931007103,0.12263235827809287
IT-Col,0.014419831464333817,-0.00026175749031875917,0.9842126944957633,0.08615522366493673,0.1200826026713854
IT-Cp2,0.014988557680820126,-0.004838785488995301,1.109576382007908,0.105447254773916,0.12242776515488685
IT-Cpz,0.017539597211781832,-0.00153962730339674,1.0299634311657448,0.11315882318431766,0.13243714438095466
IT-Isp,0.021126716226232096,-0.0006364558638178863,1.0131985565264554,0.1118675988944616,0.1453503224153015
IT-La2,0.01718049433872589,-0.00199452325538374,1.100230047757866,0.09861132510325231,0.13107438475432906
IT-Lav,0.010716392940052553,-0.0006210462164806252,1.0365035552398663,0.08124673171475058,0.10352001226841384
IT-Lsn,0.012407271693235798,-0.0003192441685051506,1.3895700980664127,0.08746750732413773,0.11138793333766364
IT-MBo,0.011207637626640288,-0.00032596999843748087,1.0500630055501885,0.07777888603873552,0.1058661306870157
IT-Noe,0.01899312829301959,-0.00015423878218845388,1.0531520446586673,0.11252798240062258,0.13781555896566827
IT-PT1,0.016854222005983473,-0.0008730017514575472,1.1873147520272036,0.09579649148321227,0.1298238113983081
IT-Ren,0.015518059671987161,-0.002893882120538649,1.1124104591271664,0.0972538830706655,0.12457150425352967
IT-Ro1,0.022370290561742185,-0.007455683142974623,1.102387919848032,0.11259988575964867,0.1495670102721258
IT-Ro2,0.02293764797207817,-0.004112174481892161,0.9971167146904811,0.12133907386067652,0.15145180082150944
IT-SR2,0.008537506345643518,-0.0022900251416311246,1.1253475487779256,0.07973162084293903,0.09239862740129594
IT-SRo,0.024735364514357965,-0.001176740678602739,1.0837923128216793,0.13117317586085941,0.15727480572029953
IT-Tor,0.0028519847472034962,-0.0005897786822655071,1.0478532396988094,0.03674114296518625,0.05340397688565428
JP-SMF,0.011378781824886452,-0.0013591927011880056,1.0408359062241763,0.08182814963702043,0.10667137303366096
MX-Tes,0.0006125709660156378,-0.006383954076565557,1.397812915156768,0.01549192209025626,0.024750171030028013
MY-PSO,0.018421888009205117,-0.00048668174915511564,1.0041149769321185,0.1157802468275384,0.1357272559554827
NL-Hor,0.04602944030050525,0.00012849936575509702,1.1715590306702623,0.19075157745752705,0.214544727971827
NL-Loo,0.011000694877662174,-0.0007706600023329457,1.07976720076054,0.0820991515050712,0.10488419746397536
PA-SPn,0.02021389503976912,-0.0009842713539804926,1.034376264808482,0.11840750577049709,0.1421755782114816
PA-SPs,0.03275449859432298,-2.707099047571937e-05,1.0015154162874984,0.14739085755869374,0.1809820394246981
RU-Che,0.02343960879645232,-0.0072305817254001425,0.9879071710440144,0.10546965591028153,0.1530999960694066
