site,mse,r2,relative_error,mae,rmse
US-Bi2,0.0019001067455675438,0.8842874530037593,1.1400871815543905,0.022029241565418925,0.04359021387384494
US-Blo,0.003263971948772504,0.8967097908881039,0.8954940529372545,0.03531886807425933,0.05713118193047037
US-CF1,0.004088835756866462,0.7151728500407102,2.160036719776575,0.02731391741414815,0.06394400485476696
US-CF2,0.0033481320877092463,0.8293795606818783,1.5597437824292426,0.028783070823479678,0.057863045959483037
US-CF3,9.649243982357392e-05,0.24592642572997025,0.5591070939421747,0.005271517514931447,0.009823056541808864
US-CF4,0.0031835909992315213,0.7883212920661853,1.0432219915907002,0.02567385772793023,0.056423319640300514
US-CRT,0.015037818090186556,-2.079539192593067,2.4075484539828076,0.06372694440619611,0.12262878165498732
US-CS1,0.0001821055701789683,0.4825123368871209,1.439563134576481,0.008087609160950675,0.01349464968715262
US-CS3,0.0007676806195635283,0.5365084317200526,1.3536913351819009,0.016347706533344462,0.027707049997492125
US-CS4,0.0001532778170887271,-2.5176209592923926,0.16922826302960592,0.007896660096989928,0.012380541873792403
US-EDN,0.003318926247436952,0.7546058256847471,1.058765096799798,0.03652566028076095,0.057610122786164515
US-GLE,0.0009358320798446709,0.8821141685271012,1.9962325333309494,0.018526524961547584,0.030591372637472004
US-Goo,0.0025316373555614047,0.8007086519303052,1.5498546226832255,0.03118244910495457,0.050315378917001156
US-HB1,0.0007209560658306819,0.4778599613901835,2.8048805825951297,0.016846540198767544,0.02685062505474839
US-HWB,0.0010350073362819275,0.5305921825558604,3.2992243561409835,0.016425138994646434,0.03217152990272498
US-Hn3,0.00037225108985677375,-0.6044850481587434,1.1398368897707563,0.012476949284836794,0.01929380962528587
US-Ho2,0.0008816630293049041,0.8937102057088635,0.7421329295084095,0.01837712284146003,0.029692811071114572
US-IB2,0.000499068319959603,0.9019852269190926,0.9057982238581808,0.012048289765462322,0.022339837062064775
US-ICs,0.0001339035625541522,0.7960275341682088,1.4776259174691897,0.006396821829378742,0.011571670689842163
US-ICt,5.47770955094295e-05,0.6577982366089032,1.0607909168025484,0.00318002675653385,0.007401155011849806
US-Ivo,0.0023297131126486198,0.8998759842883332,1.0161074170070565,0.031013607796662995,0.04826710176350575
US-Jo2,0.0011915757229329382,-0.07484002861894323,2.887991404338502,0.01893241735046919,0.03451920802876187
US-KFS,0.0011681164858150079,0.6553736989922645,1.2580578874767614,0.018147475828212675,0.03417771914295932
US-KLS,0.0009349024273640563,0.6074201231244245,2.5161476520466786,0.018732310076400357,0.03057617417801083
US-KS1,0.0005647575822462028,0.8830629422493889,1.2276210730059336,0.012137805947419396,0.023764628805142376
US-KS2,0.0012927769822609321,0.8530539479242678,1.0330510945027842,0.022077765564171233,0.0359552079991332
US-KS3,0.0003162121225822545,0.5619963517530937,10.656684165530065,0.009659976129010362,0.017782354247462693
US-LWW,0.004020994523009826,-0.680707577701436,4.803943008592983,0.03899915746789286,0.06341131226374223
US-Lin,0.008452597187913522,0.44852319591226686,2.5730357929894367,0.06362539060366602,0.09193800730880304
US-Los,0.0001282173390676587,0.07434720574840503,0.12788417146479078,0.006149352720207948,0.011323309545696377
US-MOz,0.0007755061599530375,0.8547209936775622,1.6843352677225085,0.015863568580307765,0.027847911231419806
US-Me1,0.002957913908281925,0.6498314197745283,1.5111375887368073,0.03363070076755266,0.05438670709173267
US-Me2,0.0008460538429229023,0.8742622683202874,1.2123668340614813,0.01797729871760238,0.02908700470868223
US-Me3,0.0025745772323824798,0.11247520252873822,12.446227876967173,0.03688237768083713,0.05074029200135214
US-Me4,0.019317899400114573,-0.0730429521463356,2.949099240561801,0.11030345793936265,0.1389888463155032
US-Me5,0.004020249076227624,0.8303259408419905,1.0559776204222449,0.04106525169296439,0.0634054341222235
US-Me6,0.002138117346899968,0.8275352887336201,2.177897858994669,0.03110012501999878,0.046239780999697305
US-Mpj,0.004045238001771755,0.06255441594988653,4.87070482476275,0.03843978387749034,0.06360218551096931
US-Myb,0.002976062939053569,0.7886845978830536,1.2746350735874346,0.02955110770379772,0.0545533036493077
US-NC1,0.0033708692861776114,0.755367438187202,1.0369405865613945,0.038222266262952456,0.05805918778434307
US-NC4,0.0013242996346963425,0.8229284740847882,1.173909133026454,0.021731884371277634,0.036390927917495354
US-NR1,0.0013165048067029165,0.9238626437103183,0.5393257102642484,0.02059143353795084,0.03628367135093852
US-ONA,0.0004187482524315271,0.8844221830290874,7.527100258247985,0.011387712662238777,0.020463339229742715
US-OWC,0.0009633521603176711,0.7597864971019916,1.091040782881101,0.02019346382200556,0.031037914883536733
US-Oho,0.0011271693465298145,0.9326271233498754,0.5117760623659182,0.01921170820034773,0.033573342796477904
US-Prr,0.0005984068866108042,0.86407484650324,1.4985988522348956,0.014142856650746678,0.024462356522027967
US-Ro1,0.0013800407379763954,0.8126746152855839,1.476332445809391,0.013155792852042584,0.037148899552697325
US-Ro4,0.0005640621599934578,0.9242842060985278,1.9419687891778834,0.011900077434827122,0.023749992841966452
US-Ro5,0.0011135933406738623,0.9247301281713711,0.8136417251294089,0.014511673267020578,0.03337054600503058
US-Ro6,0.0024205180804424717,0.6232173092307225,1.3367116799906933,0.02412423174562213,0.0491987609645047
US-SRC,0.0011375064510319465,0.3060940381435555,1.9858350920137933,0.019900887582179946,0.03372693954440495
US-SRG,0.0013475040532101577,0.703039832136086,1.8369890519335768,0.019203847241153506,0.03670836489426024
US-SRM,0.0007413603008900978,0.7392111695009371,3.3949743745836276,0.014916753077777406,0.02722793236531371
US-Seg,0.0014897978468746346,0.4321913308170482,4.1351718130115085,0.020322918582954607,0.03859789951376415
US-Ses,0.00254551113703864,0.21745850768299824,3.240500219877784,0.028181331211939185,0.05045305874809415
US-Sne,0.0027759609290062106,0.38941104098284307,4.230905169811166,0.03255055056735525,0.052687388709312694
US-Snf,0.0080252768006134,0.735906824716564,0.7521174919357526,0.053465145216740353,0.08958390927289007
US-Syv,0.0024543385160189593,0.882553312519984,1.9513182331759253,0.029779434960218024,0.049541280928322384
US-Ton,0.0003547843705254652,0.6808249414640477,4.29360456773223,0.010704847919168547,0.018835720600111513
US-Tw3,0.0050882177337025075,0.4864375289568583,4.793351772384977,0.03918142301825044,0.07133174422164726
US-Tw4,0.00580973726353796,0.5395956576601345,0.6905575790447478,0.04538543105870439,0.07622163251687777
US-Twt,0.0029352236967092674,0.800231212913725,0.8968769734506358,0.028277004555524014,0.05417770479366275
US-Var,0.00026259001705457297,0.8636668222404785,1.2966325368935976,0.007842228488739573,0.01620462949451708
US-WCr,0.0009847355755957026,0.8925081641259347,1.1069046523142088,0.016770474046042847,0.03138049673914839
US-WPT,0.0016512002663179222,0.7517322766846847,1.5336739300039985,0.02434271590208303,0.04063496359439642
US-Whs,0.0007207892322544199,0.41758820319768364,3.077808609065793,0.016356377094613916,0.02684751817681515
US-Wi0,0.0002659714042006834,0.1326705930641111,0.1960630669021574,0.005146153509924259,0.016308629746262664
US-Wi1,0.0012664764244481855,-3.320831947731145,0.25457022490251907,0.028669185838321027,0.03558758806730495
US-Wi2,0.0011757991113337776,-6.909463279427801,41.527350985592165,0.024789160204966073,0.03428992725763322
US-Wi3,0.0015698985875950507,0.7834441396246287,1.2520363640119376,0.021405718951259922,0.03962194578254645
US-Wi4,0.0021302582464889485,0.7392793071654109,2.318987129723545,0.027910087904927085,0.04615472073893361
US-Wi5,0.00011727857475241383,-0.4894931214791569,0.20001959861000848,0.0063154975038858426,0.01082952329294387
US-Wi6,0.0006287219381296672,-0.09478301287266411,11.845542410434536,0.012980705511675449,0.0250743282687626
US-Wi7,0.0018499079277075315,-0.581120563307719,0.8815123218647857,0.02780330417916189,0.04301055600323636
US-Wi8,0.001379740710063761,-0.1707848056846577,0.8843498818665119,0.01932060845198204,0.037144861152839985
US-Wi9,0.0033024279632742314,0.19836819931290928,4.273725547911539,0.038534960789143834,0.05746675528750715
US-Wjs,0.000948433875929883,0.7598935068799183,2.2681051748329386,0.01739523127610885,0.030796653648243716
US-Wkg,0.001090511391337878,0.7500837508732524,2.8187017694997096,0.01813931089431501,0.03302289192874964
US-xAE,0.0027265563548306967,0.8004609303719371,0.8314259338759579,0.031074220226268007,0.0522164375923013
US-xBR,0.0008136156941229075,0.8718716204238353,2.9467214909684882,0.016605264966068487,0.028523949483248417
US-xCL,0.0003429892448855725,0.796090310778259,0.6742084676371289,0.009527398034887748,0.018519968814379048
US-xCP,0.0008053343023673744,0.6709746019225449,2.135263110618678,0.015589562832862688,0.028378412611831803
