test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,G_hat_count,O_hat_count,O_hat
ES-LM2,0.0002362932855254,0.0002361127626,0.0153718341626953,0.0153659611674648,0.6244299490669513,0.6247168764086466,0.020943500952746,0.0209409686917231,0.0110925159772411,0.0110909004940946,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-LgS,0.0003321953241465,0.0003327187883605,0.0182262262727783,0.0182405808120409,-2.3108128368185983,-2.3160299242175264,0.0270780834472968,0.0271003998157993,0.0138646841308276,0.0138760984441451,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Hyy,0.000176736221116,0.0001767691150506,0.0132942175819448,0.0132954546763416,0.7506587570724512,0.7506123499778727,0.019321235377829,0.0193225582708295,0.0101729601616188,0.0101737705935576,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Ken,0.0001182434034157,0.0001182569432056,0.0108739782699705,0.0108746008297145,0.6392161677985276,0.6391748552421963,0.017467054076201,0.0174673204370008,0.0089634132226343,0.0089635389227855,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Let,0.0003274661419987,0.0003274748479829,0.0180960255857114,0.0180962661337333,0.6529744108560025,0.6529651848661936,0.0230580139620405,0.0230580208730109,0.0123712457863867,0.0123712759367766,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Lom,0.000156730504809,0.0001568323666683,0.0125192054384094,0.0125232730014307,0.2489297814165383,0.2484416479227084,0.0160934897203537,0.0160963736842391,0.0082103027017706,0.0082117419479296,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Qvd,0.0003619803647741,0.0003618967282576,0.019025781581164,0.0190235834757184,0.6746681147140685,0.6747432835029051,0.0221716945848948,0.0221698039396089,0.0122117738547933,0.0122107186670548,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Sii,0.0001964963190829,0.0001966534220045,0.0140177144742978,0.0140233170827933,-1.295217190541576,-1.2970522647459028,0.0199284915666813,0.0199399375918455,0.0102021251893342,0.0102079470939932,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Sod,0.0001033722733301,0.0001034123528113,0.0101672156134372,0.0101691864380275,0.5888976280933482,0.5887382355476198,0.0134551567191317,0.0134567557730844,0.0069197751535685,0.0069205830972714,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FI-Var,0.0001587623813231,0.0001588944933047,0.0126000944965949,0.0126053359060639,0.1179212442800067,0.1171872343000671,0.0203146566207191,0.0203242805383325,0.0103469065292934,0.0103517829868508,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Aur,0.0006465259836795,0.0006464838997214,0.0254268752244453,0.0254260476622195,0.4452175482837449,0.4452536604308446,0.0277783943753794,0.0277770959497812,0.0152058653421683,0.0152050655260935,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Bil,0.0004654211647644,0.0004651882891924,0.0215736219667541,0.0215682240620885,0.6262480808804088,0.6264350893332373,0.0244882276392612,0.0244779264089807,0.0137025216933832,0.0136970713579503,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-EM2,0.0016881952270369,0.0016762159813278,0.0410876529755221,0.0409416167405232,0.3421720899426835,0.3468399636830171,0.0352989930997543,0.0349644399459175,0.0209846302813273,0.0208024191315421,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
FR-FBn,0.0002699154503576,0.000269833136971,0.0164291037600242,0.0164265984601508,0.7040256068577504,0.7041158671767432,0.0215024630370279,0.0215008052795753,0.0116132511714565,0.0116121548880458,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Fon,0.0009291696105706,0.0009292382755577,0.0304822835524284,0.0304834098413841,0.5651056841269468,0.5650735457398655,0.0354200359239882,0.035419430882001,0.0196568219794563,0.0196566857372908,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Gri,0.0008134155329419,0.0008133951859429,0.0285204406161951,0.0285200839049078,0.4563213327582347,0.4563349324853267,0.0271208340757525,0.0271179369613894,0.0153123266820961,0.015310868626814,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Hes,0.0009149756704429,0.000915341771248,0.0302485647666619,0.0302546157015425,0.5879285291943933,0.5877636508243045,0.0376199911644676,0.0376263793879412,0.0206930487994658,0.0206972178930166,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-LBr,0.0004446368336492,0.0004445680348357,0.0210864134847357,0.0210847820675412,0.6561007491268974,0.6561539607788451,0.0249520729522557,0.0249435528335968,0.0138291817373206,0.0138250043741636,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-LGt,0.0002727526361243,0.0002728697528412,0.0165152243740222,0.0165187697133051,0.6259347868358145,0.6257741677111099,0.0240697015478494,0.0240760405010032,0.0125570938411218,0.0125604968647042,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Lam,0.0009907689160858,0.0009908716093241,0.031476481952179,0.0314781131792254,0.3965213884122781,0.396458837829746,0.0316995695637269,0.0316994999978881,0.017780739632562,0.0177808866880814,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Mej,0.0009512451858848,0.0009508461181367,0.0308422629825506,0.03083579280863,0.4773246929466646,0.4775439664429648,0.031473145097799,0.0314635755240788,0.0180132206052622,0.0180076735388352,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Pue,0.0002130149575399,0.0002130967455144,0.0145950319472071,0.0145978335897625,0.6057417317438856,0.6055903546503516,0.0196081032751773,0.019611027077344,0.0102715941309498,0.0102730747945932,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
FR-Tou,0.0002947403838459,0.0002945397731739,0.0171680046553438,0.0171621610869363,0.582283399976494,0.5825677125865425,0.0216366277362604,0.0216275333557099,0.0115863574088952,0.0115813930718756,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
GF-Guy,0.0016259571722677,0.0016195892482226,0.0403231592545492,0.0402441206665351,0.560271831273427,0.5619939895360802,0.0567354736045102,0.0565371906373465,0.0315440846401942,0.031441627656405,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
GH-Ank,0.0015405991812761,0.0015392886732194,0.0392504672746214,0.0392337695514897,0.5065831960716554,0.5070029202314059,0.0463766269260929,0.0464594486670954,0.0260916319414179,0.0261270191775465,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
GL-NuF,0.0002122727534184,0.000212494312318,0.0145695831587069,0.0145771846499269,-0.8025436509025139,-0.8044250491569951,0.0200075246925788,0.020019356614816,0.0102454734867334,0.010251538823283,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
GL-ZaF,0.0001571101946086,0.0001574446819911,0.0125343605584268,0.0125476962822322,-0.0725405676105597,-0.0748240049646888,0.0196684967326996,0.0196899938108384,0.0100016805361293,0.0100124241316529,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
GL-ZaH,0.0002440143213973,0.0002446799816337,0.0156209577618447,0.0156422498903996,-14.131048455382633,-14.17232528386405,0.0241980417506417,0.0242435643894822,0.0122572591723465,0.0122802979050936,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IL-Yat,0.000477440924312,0.000477158214363,0.0218504216049032,0.021843951436566,-1.0515176833702489,-1.0503029059390658,0.0319787253832831,0.0319713661679965,0.0163241085592046,0.0163203592451163,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-BCi,0.0016957934284483,0.0016995267449262,0.0411800124872297,0.0412253167959476,0.3189915342142335,0.3174922831355247,0.0393529759255877,0.0395154018161888,0.022986733311362,0.0230733661936575,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
IT-BFt,0.0013626700163994,0.0013732553380495,0.0369143605714562,0.0370574599513995,0.4978732206852606,0.4939726626600562,0.0431798350257353,0.0432851256539573,0.0247782309930627,0.0248516307769931,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
IT-CA1,0.0002981672906417,0.0002981767331532,0.0172675212651299,0.0172677946812327,0.640644222494085,0.6406328422348604,0.0195348475164944,0.0195380481068842,0.0106226138220272,0.0106242178637989,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-CA2,0.0005376202911649,0.0005374212853767,0.0231866403595891,0.0231823485733597,0.3830986839260885,0.3833270364169561,0.0274540842639972,0.0274528494282968,0.014711109915527,0.0147102689594318,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-CA3,0.0004880067160079,0.000488059162738,0.0220908740435487,0.0220920610794467,0.5738401919306986,0.5737943919699879,0.0210290685661452,0.0210313819452296,0.0118111014062202,0.0118123071758831,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Col,0.0005784113709155,0.0005786254508423,0.0240501844258118,0.0240546347060668,0.6400259238102595,0.6398926912568583,0.031554570640933,0.031553566911679,0.0171181298176439,0.0171180020280754,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Cp2,0.0005947032434614,0.000594723901051,0.0243865381606623,0.0243869617019235,0.5947790547568814,0.5947649790172664,0.0351590376602402,0.0351588549600562,0.0189979001044052,0.0189979922789504,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Cpz,0.0003484195370983,0.0003484799236755,0.0186659994936868,0.0186676169790235,0.7147536908217902,0.7147042531570227,0.0271308673180924,0.0271329861857562,0.0146027797496831,0.0146039441299923,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Isp,0.0011366070911335,0.0011364241751372,0.0337136039475686,0.0337108910463256,0.5330826645632059,0.5331578063164628,0.0353181978036865,0.0353088830667919,0.0205157911315686,0.0205109376472985,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-La2,0.000865948260222,0.0008658778655113,0.0294269988313799,0.0294258027165168,0.5388256934951858,0.538863183300713,0.0397499096933649,0.0397398339886629,0.0216259132144682,0.0216211103709983,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Lav,0.0008410317316606,0.0008409552884761,0.0290005470924375,0.0289992291014122,0.6085427623693804,0.6085783427603575,0.0381493638602071,0.0381494068988394,0.0211736798885259,0.0211735039372827,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Lsn,0.0001786163028826,0.0001786543057226,0.0133647410331312,0.0133661627149559,0.7594328539817269,0.759381670329308,0.0167854261866079,0.0167816786665996,0.0090145686265515,0.0090127849811383,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-MBo,0.000507874927628,0.0005079060491765,0.0225360805737838,0.0225367710459264,0.6483763718182016,0.6483548250333964,0.0292470841059569,0.0292582915223548,0.0159170210731323,0.015922173698939,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Noe,0.0002306587488794,0.0002309661022231,0.0151874536667431,0.0151975689576691,0.5306324972665653,0.5300070639280876,0.0201268033853285,0.0201433939265508,0.0104935045863423,0.0105018288958653,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-PT1,0.0007934972418374,0.0007933984534344,0.0281690830847839,0.0281673295403465,0.574412018937136,0.5744650035661437,0.0302370293376772,0.0302279507078538,0.017206114574789,0.0172013031839275,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Ren,0.000403611676454,0.0004036214523065,0.0200900890106051,0.0200903323095103,0.6719786987584297,0.6719707537755386,0.0263368786347198,0.0263396630558939,0.014207389177992,0.0142085876252042,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
IT-Ro1,0.0003969949187937,0.0003970679987216,0.0199247313355468,0.0199265651511145,0.6597962117297338,0.659733586070971,0.0224116599551347,0.0224137344745039,0.0123546791003244,0.0123558542762604,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
