site,test_loss,mse,r2,relative_error,mae,rmse
ES-Abr,0.0031236913055181,0.0031236913055181,0.7814754247665405,3.034873962402344,0.0294155590236186,0.0558899939060211
ES-Agu,0.004846784286201,0.0048467838205397,0.4216206073760986,4.903504848480225,0.0455431044101715,0.0696188434958458
ES-Amo,0.0030168546363711,0.0030168537050485,0.6511704921722412,2.0046961307525635,0.033996470272541,0.0549258925020694
ES-LJu,0.0025607673451304,0.0025607671122998,0.6645546555519104,4.031275749206543,0.0312089677900075,0.0506040230393409
ES-LM1,0.0013420750619843,0.0013420750619843,0.8832435607910156,2.65993070602417,0.0232352949678897,0.0366343408823013
ES-LM2,0.001224270206876,0.0012242698576301,0.9068379402160645,3.500890016555786,0.0228746738284826,0.0349895693361759
ES-LgS,0.0051994016394019,0.0051993997767567,0.7562834620475769,1.3997126817703247,0.0475332699716091,0.0721068605780601
FI-Hyy,0.002215233631432,0.0022152354940772,0.8657813668251038,0.983225166797638,0.0291798561811447,0.0470662899315357
FI-Ken,0.0021221244242042,0.0021221248898655,0.9107470512390136,5.922123432159424,0.027406858280301,0.0460665263235569
FI-Let,0.074924312531948,0.0749242603778839,-17.820608139038086,16.22348976135254,0.223706766963005,0.2737229764461517
FI-Lom,0.0038488134741783,0.0038488127756863,0.9024633169174194,0.9988694787025452,0.0354300662875175,0.0620388016104698
FI-Qvd,0.0031466840300709,0.0031466833315789,0.8473235964775085,1.0304088592529297,0.0323147661983966,0.0560953058302402
FI-Sii,0.00134715763852,0.00134715763852,0.8866288661956787,0.9373854398727416,0.0192840527743101,0.0367036461830139
FI-Sod,0.0011232607066631,0.0011232607066631,0.8659886121749878,1.174756407737732,0.0187300406396389,0.0335150808095932
FI-Var,0.002868618350476,0.0028686169534921,0.7064929008483887,3.351229190826416,0.028124475851655,0.0535594709217548
FR-Aur,0.0013172962935641,0.0013172954786568,0.5827322006225586,2.914490938186645,0.0186903420835733,0.0362945646047592
FR-Bil,0.0025348754134029,0.0025348747149109,0.7692023515701294,1.4589011669158936,0.0302993282675743,0.0503475405275821
FR-EM2,0.0030875657685101,0.0030875639058649,0.586256742477417,3.885632514953613,0.0295785460621118,0.0555658526718616
FR-FBn,0.0021082106977701,0.0021082125604152,0.8758751153945923,1.5182205438613892,0.0298284124583005,0.045915275812149
FR-Fon,0.0021033876109868,0.0021033850498497,0.7942326068878174,2.469062089920044,0.0257895104587078,0.0458626747131347
FR-Gri,0.0074849780648946,0.0074849780648946,0.4897195100784302,2.430389881134033,0.0452445894479751,0.0865157693624496
FR-Hes,0.0013545410474762,0.0013545403489843,0.8571324348449707,1.1153420209884644,0.0227682460099458,0.0368040800094604
FR-LBr,0.0032479939982295,0.0032479939982295,0.7750566601753235,1.1096291542053225,0.0366675294935703,0.0569911748170852
FR-LGt,0.0010135862976312,0.0010135864140465,0.8522886633872986,1.3493361473083496,0.0201250221580266,0.0318368710577487
FR-Lam,0.0089169684797525,0.0089169759303331,0.3779083490371704,2.4238948822021484,0.0475893132388591,0.0944297388195991
FR-Mej,0.0023762362543493,0.0023762364871799,0.5836175084114075,1.2245498895645142,0.0307280607521533,0.0487466566264629
FR-Pue,0.0066191740334033,0.0066191763617098,0.491467535495758,5.09698486328125,0.0507605634629726,0.0813583210110664
FR-Tou,0.0019727845210582,0.001972785918042,0.8122437000274658,0.6922630071640015,0.0281326249241828,0.0444160550832748
GF-Guy,0.0043770582415163,0.0043770587071776,0.7238617539405823,1.6225460767745972,0.0444973520934581,0.0661593452095985
GH-Ank,0.0026947448495775,0.0026947455480694,0.5029076933860779,2.0405423641204834,0.033917274326086,0.0519109368324279
GL-NuF,0.0056847655214369,0.0056847645901143,0.6962293386459351,2.038930892944336,0.0488491132855415,0.0753973796963691
GL-ZaF,0.0024134905543178,0.0024134912528097,0.8753752708435059,0.5363869667053223,0.0324824079871177,0.0491272956132888
GL-ZaH,0.0026039653457701,0.0026039634831249,0.685800313949585,1.6432374715805054,0.0352313667535781,0.0510290451347827
IL-Yat,0.0024447503965348,0.0024447510950267,0.6920212507247925,1.613370418548584,0.0264329481869936,0.0494444258511066
IT-BCi,0.0052220555953681,0.0052220555953681,0.163146436214447,2.784132480621338,0.0398967489600181,0.0722637921571731
IT-BFt,0.0014947308227419,0.0014947308227419,0.8285837173461914,2.0876872539520264,0.0245353523641824,0.0386617481708526
IT-CA1,0.0059869871474802,0.0059869871474802,0.705333948135376,1.2512600421905518,0.0471175499260425,0.0773756206035614
IT-CA2,0.002072756178677,0.002072756178677,0.789305567741394,1.0615280866622925,0.0276345983147621,0.0455275326967239
IT-CA3,0.0487688146531581,0.0487688146531581,0.4571533203125,1.1951680183410645,0.1274117827415466,0.2208366245031356
IT-Col,0.0025203556288033,0.002520355861634,0.8657000660896301,0.6910170316696167,0.0269334316253662,0.0502031445503234
IT-Cp2,0.0067695914767682,0.0067695928737521,0.621600329875946,1.0460723638534546,0.0553451478481292,0.0822775363922119
IT-Cpz,0.0048387856222689,0.0048387832939624,0.7950486540794373,0.8992767930030823,0.0455594509840011,0.0695613622665405
IT-Isp,0.0024650825653225,0.0024650818668305,0.8486880660057068,1.03061044216156,0.0314629562199115,0.0496495924890041
IT-La2,0.0015069652581587,0.0015069654909893,0.6750648617744446,0.6093736886978149,0.0252811275422573,0.0388196520507335
IT-Lav,0.0028422586619853,0.0028422581963241,0.8108207583427429,1.541063666343689,0.0313044264912605,0.0533128343522548
IT-Lsn,0.003300373442471,0.003300372743979,0.8580482602119446,1.8040541410446167,0.0334491357207298,0.0574488714337348
IT-MBo,0.0022979925852268,0.0022979928180575,0.8680148124694824,0.7885268926620483,0.02769236266613,0.0479373857378959
IT-Noe,0.0033897601533681,0.0033897592220455,0.7691322565078735,1.9246587753295896,0.0368495360016822,0.0582216382026672
IT-PT1,0.0049367840401828,0.0049367835745215,0.8335062265396118,1.8671709299087524,0.0458321012556552,0.0702622458338737
IT-Ren,0.0028080274350941,0.0028080265037715,0.7218295335769653,2.1188461780548096,0.0281927213072776,0.0529908165335655
IT-Ro1,0.0037684596609324,0.0037684605922549,0.7704667448997498,1.962147831916809,0.0363641679286956,0.0613877885043621
IT-Ro2,0.003523428691551,0.0035234296228736,0.690480649471283,2.3240559101104736,0.0355869345366954,0.0593584850430488
IT-SR2,0.0031731387134641,0.0031731410417705,0.7394242286682129,0.9534903764724731,0.0337089486420154,0.0563306398689746
IT-SRo,0.0043848929926753,0.0043848971836268,0.6582412123680115,1.3022267818450928,0.0407332852482795,0.0662185549736023
IT-Tor,0.0004912431468255,0.0004912434960715,0.8062189221382141,1.9401800632476809,0.0115237617865204,0.022164013236761
JP-SMF,0.0056038661859929,0.0056038657203316,0.7729560136795044,2.000480890274048,0.0464816242456436,0.074858970940113
MX-Tes,0.0010998480720445,0.0010998479556292,0.3399716019630432,4.858510494232178,0.0152870723977684,0.0331639572978019
MY-PSO,0.0044367304071784,0.0044367285445332,0.7685390114784241,3.657427310943604,0.0411848314106464,0.0666087716817855
NL-Hor,0.0124196717515587,0.0124196736142039,0.4297931790351867,1.4905165433883667,0.0574577189981937,0.1114435866475105
NL-Loo,0.0026329676620662,0.0026329676620662,0.8491915464401245,1.196172833442688,0.0312687158584594,0.0513124503195285
PA-SPn,0.0023794861044734,0.0023794861044734,0.8291064500808716,1.1879945993423462,0.032566949725151,0.0487799756228923
PA-SPs,0.0052816770039498,0.0052816784009337,0.8613722920417786,0.9910014867782592,0.0454430505633354,0.0726751536130905
RU-Che,0.0052238241769373,0.0052238246425986,0.4185773730278015,7.500044345855713,0.0379912853240966,0.0722760334610939
RU-Cok,0.0058859335258603,0.0058859349228441,0.792266845703125,1.7182190418243408,0.0546692572534084,0.0767198503017425
RU-Fy2,0.0014065376017242,0.0014065378345549,0.8783473968505859,1.1526542901992798,0.0209762770682573,0.0375038385391235
RU-Fyo,0.002912517869845,0.0029125181026756,0.8488309979438782,5.739739894866943,0.0302097387611866,0.0539677515625953
RU-Ha1,0.0013015776639804,0.0013015776639804,0.8176002502441406,0.5719832181930542,0.0212517548352479,0.0360773839056491
SD-Dem,0.0051646726205945,0.0051646721549332,0.6047943234443665,2.469280242919922,0.0377944745123386,0.0718656554818153
SE-Deg,0.0003929443773813,0.000392944435589,0.7636062502861023,0.8037509918212891,0.0105473352596163,0.0198228266090154
SE-Htm,0.0029231566004455,0.0029231570661067,0.8163251280784607,1.5931107997894287,0.0301096383482217,0.0540662296116352
SE-Lnn,0.0019393413094803,0.001939341542311,0.7644889950752258,1.0223199129104614,0.0226809401065111,0.0440379567444324
